//
///////////////////////////////////////////EXTRASUNNY_LA 
//
//               Amb            Amb_Obj                Dir             SkyTop            Sky bot            SunCore          SunCorona              SunSz              SprSz            SprBght               Shdw           LightShd            PoleShd             FarClp              FogSt      LightOnGround       LowCloudsRGB     BottomCloudRGB          WaterRGBA        PostFx1ARGB        PostFx2ARGB         CloudAlpha     IntensityLimit      WaterFogAlpha            DirMult
// Midnight 
// 5PM                                                                                                                                                                                                         
               6 4 1        180 171 163        255 255 255        157 207 247        178 193 204           21 17 11         190 119 42               2.95               0.25               0.55                  0                100                  0            1001.00              10.00               0.45            16 11 5        182 186 190    109 120 111 245       0 144 128 99            0 0 0 0                150                220                  0               1.65
// 6PM                                                                                                                                                                                                         
               6 4 1        180 169 160        255 255 255        158 208 245        181 194 201             10 8 5         194 122 46               2.95               0.25               0.55                  0                100                  0            1001.00              10.00               0.45            16 11 5        184 186 188    108 118 110 245       0 143 127 99            0 0 0 0                150                220                  0               1.65
// 7PM                                                                                                                                                                                                         
               6 5 1        181 168 157        255 255 255        160 209 244        185 195 199              0 0 0              0 0 0               2.95               0.25               0.55                  0                100                  0            1001.00              10.00               0.45            17 11 5        186 186 186    107 117 109 245       0 142 127 99            0 0 0 0                150                220                  0               1.65
// 8PM                                                                                                                                                                                                         
              13 7 0        179 158 140        255 255 255        208 239 230        221 210 182              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                  0            1001.00              10.00               0.55            17 11 5        195 172 149       86 95 87 245       0 124 111 99            0 0 0 0                170                220                  0               1.65
// 9PM                                                                                                                                                                                                         
            18 14 10        179 169 160        255 255 255        123 139 136        138 130 114              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                 75            1001.00              10.00               0.65              8 5 2        130 116 102       66 70 66 245       0 109 103 97         0 65 65 65                160                200                  0               1.65
// 10PM                                                                                                                                                                                                        
               4 4 4        180 180 180        255 255 255           62 67 69           80 73 67              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           65 60 56       46 46 46 245      0 102 102 102      0 130 130 130                150                180                  0               1.25
// 11PM                                                                                                                                                                                                        
               4 4 4        168 174 180        255 255 255           49 53 55           51 50 48              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           49 47 45       38 38 38 245      0 102 102 102      0 130 130 130                112                135                  0               1.00
//
///////////////////////////////////////////SANDSTORM_DESERT 
//
//               Amb            Amb_Obj                Dir             SkyTop            Sky bot            SunCore          SunCorona              SunSz              SprSz            SprBght               Shdw           LightShd            PoleShd             FarClp              FogSt      LightOnGround       LowCloudsRGB     BottomCloudRGB          WaterRGBA        PostFx1ARGB        PostFx2ARGB         CloudAlpha     IntensityLimit      WaterFogAlpha            DirMult
// Midnight 
               3 3 3        137 137 137        255 255 255           35 32 27           34 32 27              0 0 0              0 0 0               0.75               1.35               0.25                  0                100                100             150.00             -10.00               0.45              0 0 0              0 0 0       26 26 26 245      0 101 101 101      0 130 130 130                  0                  0                  0               0.75
// 1AM                                                                                                                                                                                                         
               3 3 3        137 137 137        255 255 255           35 32 27           34 32 27              0 0 0              0 0 0               0.75               1.35               0.25                  0                100                100             150.00             -10.00               0.45              0 0 0              0 0 0       26 26 26 245      0 101 101 101      0 130 130 130                  0                  0                  0               0.75
// 2AM                                                                                                                                                                                                         
               3 3 3        137 137 137        255 255 255           35 32 27           34 32 27              0 0 0              0 0 0               0.75               1.35               0.25                  0                100                100             150.00             -10.00               0.45              0 0 0              0 0 0       26 26 26 245      0 101 101 101      0 130 130 130                  0                  0                  0               0.75
// 3AM                                                                                                                                                                                                         
               3 3 3        137 137 137        255 255 255           35 32 27           34 32 27              0 0 0              0 0 0               0.75               1.35               0.25                  0                100                100             150.00             -10.00               0.45              0 0 0              0 0 0       26 26 26 245      0 101 101 101      0 130 130 130                  0                  0                  0               0.75
// 4AM                                                                                                                                                                                                         
               3 3 3        137 137 137        255 255 255           35 32 27           34 32 27              0 0 0              0 0 0               0.75               1.35               0.25                  0                100                100             150.00             -10.00               0.45              0 0 0              0 0 0       26 26 26 245      0 101 101 101      0 130 130 130                  0                  0                  0               0.75
// 5AM                                                                                                                                                                                                         
               3 3 3        137 137 137        255 255 255           35 32 27           34 32 27              0 0 0              0 0 0               0.75               1.35               0.25                  0                100                100             150.00             -10.00               0.45              0 0 0              0 0 0       26 26 26 245      0 101 101 101      0 130 130 130                  0                  0                  0               0.75
// 6AM                                                                                                                                                                                                         
             15 12 9        129 129 129        255 255 255          100 94 79           67 63 55              0 0 0              0 0 0               8.25               1.35               0.05                  0                100                 70             150.00             -30.00               0.25              0 0 0              0 0 0       35 35 35 245      0 101 101 101      0 130 130 130                  0                  0                  0               0.90
// 7AM                                                                                                                                                                                                         
               0 0 0        129 129 129        255 255 255        172 172 172        166 166 166              0 0 0              0 0 0               2.95               0.75               0.05                  0                100                  0             150.00             -50.00               0.05              0 0 0              0 0 0       89 89 89 245       0 123 109 87            0 0 0 0                  0                  0                  0               0.75
// 8AM                                                                                                                                                                                                         
               0 0 0        129 129 129        255 255 255        172 172 172        165 165 165              0 0 0              0 0 0               2.85               0.75               0.05                  0                100                  0             150.00             -50.00               0.05              0 0 0              0 0 0       91 91 91 245       0 124 110 89            0 0 0 0                  0                  0                  0               0.75
// 9AM                                                                                                                                                                                                         
               0 0 0        129 129 129        255 255 255        172 172 172        164 164 164              0 0 0              0 0 0               2.75               0.75               0.05                  0                100                  0             150.00             -50.00               0.05              0 0 0              0 0 0       94 94 94 245       0 125 112 91            0 0 0 0                  0                  0                  0               0.75
// 10AM                                                                                                                                                                                                        
               0 0 0        129 129 129        255 255 255        173 173 173        164 164 164              0 0 0              0 0 0               2.45               0.75               0.05                  0                100                  0             150.00             -50.00               0.05              0 0 0              0 0 0       96 96 96 245       0 126 113 93            0 0 0 0                  0                  0                  0               0.75
// 11AM                                                                                                                                                                                                        
               0 0 0        129 129 129        255 255 255        173 173 173        163 163 163              0 0 0              0 0 0               2.45               0.75               0.05                  0                100                  0             150.00             -50.00               0.05              0 0 0              0 0 0       99 99 99 245       0 127 115 95            0 0 0 0                  0                  0                  0               0.75
// Midday                                                                                                                                                                                                      
               0 0 0        129 129 129        255 255 255        174 174 174        163 163 163              0 0 0              0 0 0               2.35               0.75               0.05                  0                100                  0             150.00             -50.00               0.05              0 0 0              0 0 0    102 102 102 245       0 128 117 98            0 0 0 0                  0                  0                  0               0.75
// 1PM                                                                                                                                                                                                         
               0 0 0        129 129 129        255 255 255        173 173 173        163 163 163              0 0 0              0 0 0               2.45               0.75               0.05                  0                100                  0             150.00             -50.00               0.05              0 0 0              0 0 0    100 100 100 245       0 128 116 97            0 0 0 0                  0                  0                  0               0.75
// 2PM                                                                                                                                                                                                         
               0 0 0        129 129 129        255 255 255        173 173 173        163 163 163              0 0 0              0 0 0               2.45               0.75               0.05                  0                100                  0             150.00             -50.00               0.05              0 0 0              0 0 0       98 98 98 245       0 128 116 96            0 0 0 0                  0                  0                  0               0.75
// 3PM                                                                                                                                                                                                         
               0 0 0        129 129 129        255 255 255        173 173 173        164 164 164              0 0 0              0 0 0               2.75               0.75               0.05                  0                100                  0             150.00             -50.00               0.05              0 0 0              0 0 0       96 96 96 245       0 128 115 95            0 0 0 0                  0                  0                  0               0.75
// 4PM                                                                                                                                                                                                         
               0 0 0        129 129 129        255 255 255        172 172 172        164 164 164              0 0 0              0 0 0               2.95               0.75               0.05                  0                100                  0             150.00             -50.00               0.05              0 0 0              0 0 0       94 94 94 245       0 128 115 94            0 0 0 0                  0                  0                  0               0.75
// 5PM                                                                                                                                                                                                         
               0 0 0        129 129 129        255 255 255        172 172 172        165 165 165              0 0 0              0 0 0               2.95               0.75               0.05                  0                100                  0             150.00             -50.00               0.05              0 0 0              0 0 0       92 92 92 245       0 128 114 93            0 0 0 0                  0                  0                  0               0.75
// 6PM                                                                                                                                                                                                         
               0 0 0        129 129 129        255 255 255        172 172 172        165 165 165              0 0 0              0 0 0               3.25               0.75               0.05                  0                100                  0             150.00             -50.00               0.05              0 0 0              0 0 0       90 90 90 245       0 128 114 92            0 0 0 0                  0                  0                  0               0.75
// 7PM                                                                                                                                                                                                         
               0 0 0        129 129 129        255 255 255        172 172 172        166 166 166              0 0 0              0 0 0               3.35               0.75               0.05                  0                100                  0             150.00             -50.00               0.05              0 0 0              0 0 0       89 89 89 245       0 129 114 91            0 0 0 0                  0                  0                  0               0.75
// 8PM                                                                                                                                                                                                         
               0 0 0        129 129 129        255 255 255        175 170 159        167 163 154              0 0 0              0 0 0               0.75               1.25               0.25                  0                100                  0             150.00             -50.00               0.25              0 0 0              0 0 0       78 78 78 245       0 121 107 88            0 0 0 0                  0                  0                  0               0.75
// 9PM                                                                                                                                                                                                         
            10 10 10        129 129 129        255 255 255          102 97 90           97 93 86              0 0 0              0 0 0               0.75               1.35               0.25                  0                100                 50             150.00             -33.00               0.25              0 0 0              0 0 0       56 56 56 245        0 103 97 89         0 65 65 65                  0                  0                  0               1.00
// 10PM                                                                                                                                                                                                        
               4 4 4        129 129 129        255 255 255           55 51 44           55 51 44              0 0 0              0 0 0               0.75               1.35               0.25                  0                100                100             150.00             -15.00               0.45              0 0 0              0 0 0       34 34 34 245      0 104 104 104      0 130 130 130                  0                  0                  0               0.75
// 11PM                                                                                                                                                                                                        
               3 3 3        133 133 133        255 255 255           45 41 35           44 41 35              0 0 0              0 0 0               0.75               1.35               0.25                  0                100                100             150.00             -13.00               0.45              0 0 0              0 0 0       30 30 30 245      0 102 102 102      0 130 130 130                  0                  0                  0               0.75
//
///////////////////////////////////////////UNDERWATER 
//
//               Amb            Amb_Obj                Dir             SkyTop            Sky bot            SunCore          SunCorona              SunSz              SprSz            SprBght               Shdw           LightShd            PoleShd             FarClp              FogSt      LightOnGround       LowCloudsRGB     BottomCloudRGB          WaterRGBA        PostFx1ARGB        PostFx2ARGB         CloudAlpha     IntensityLimit      WaterFogAlpha            DirMult
// Midnight 
               0 0 0        130 130 130        255 255 255           27 30 30           31 32 29              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       50 54 44 200      0 102 129 102      0 130 130 130                  2                  0                  0               1.00
// 1AM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255           27 30 30           31 32 29              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       50 54 44 200      0 102 129 102      0 130 130 130                  2                  0                  0               1.00
// 2AM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255           27 30 30           31 32 29              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       50 54 44 200      0 102 129 102      0 130 130 130                  2                  0                  0               1.00
// 3AM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255           27 30 30           31 32 29              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       50 54 44 200      0 102 129 102      0 130 130 130                  2                  0                  0               1.00
// 4AM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255           27 30 30           31 32 29              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       50 54 44 200      0 102 129 102      0 130 130 130                  2                  0                  0               1.00
// 5AM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255           27 30 30           31 32 29              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       50 54 44 200      0 103 129 103      0 130 130 130                  2                  0                  0               1.00
// 6AM                                                                                                                                                                                                         
            16 16 16        130 130 130        255 255 255           66 71 72           49 50 46              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       71 76 63 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 7AM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255        100 108 109           59 61 56              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       84 90 75 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 8AM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255         98 106 107           59 61 56              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       89 95 78 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 9AM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255         97 105 106           60 62 57              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0      94 100 81 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 10AM                                                                                                                                                                                                        
               0 0 0        130 130 130        255 255 255         96 104 105           61 63 58              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0      99 105 85 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 11AM                                                                                                                                                                                                        
               0 0 0        130 130 130        255 255 255         95 103 104           62 64 59              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0     104 110 88 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// Midday                                                                                                                                                                                                      
               0 0 0        130 130 130        255 255 255         94 102 103           63 65 60              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0     109 116 92 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 1PM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255         94 102 103           62 64 59              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0     105 112 89 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 2PM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255         95 103 104           61 63 58              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0     101 108 87 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 3PM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255         96 104 105           61 63 58              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0      98 104 84 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 4PM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255         97 105 106           60 62 57              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0      94 101 82 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 5PM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255         98 106 107           60 62 57              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       91 97 79 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 6PM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255         99 107 108           59 61 56              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       87 93 77 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 7PM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255        100 108 109           59 61 56              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       84 90 75 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 8PM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255           73 78 79           49 50 46              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       85 91 75 230        0 89 129 90            0 0 0 0                  2                  0                  0               1.00
// 9PM                                                                                                                                                                                                         
               0 0 0        130 130 130        255 255 255           50 54 54           40 41 37              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       67 72 59 215        0 96 129 96         0 65 65 65                  2                  0                  0               1.00
// 10PM                                                                                                                                                                                                        
               0 0 0        130 130 130        255 255 255           27 30 30           31 32 29              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       50 54 44 200      0 103 129 103      0 130 130 130                  2                  0                  0               1.00
// 11PM                                                                                                                                                                                                        
               0 0 0        130 130 130        255 255 255           27 30 30           31 32 29              0 0 0              0 0 0               0.75               0.75               0.05                  0                 50                120             300.00           -1000.00               0.65              0 0 0              0 0 0       50 54 44 200      0 102 129 102      0 130 130 130                  2                  0                  0               1.00
//
///////////////////////////////////////////EXTRACOLOURS_1 
//
//               Amb            Amb_Obj                Dir             SkyTop            Sky bot            SunCore          SunCorona              SunSz              SprSz            SprBght               Shdw           LightShd            PoleShd             FarClp              FogSt      LightOnGround       LowCloudsRGB     BottomCloudRGB          WaterRGBA        PostFx1ARGB        PostFx2ARGB         CloudAlpha     IntensityLimit      WaterFogAlpha            DirMult
// Midnight 
               0 0 0           79 79 79        255 255 255              0 0 0              0 0 0              0 0 0              0 0 0               0.95               0.95               0.15                  0                100                  0             400.00               0.00               0.95              0 0 0              0 0 0          0 0 0 245      0 180 180 180      0 130 130 130                  0                  0                  0               0.60
// 1AM                                                                                                                                                                                                         
               0 0 0           79 79 79        255 255 255              0 0 0              0 0 0              0 0 0              0 0 0               0.95               0.95               0.15                  0                100                  0             400.00               0.00               0.95              0 0 0              0 0 0          0 0 0 245      0 180 180 180      0 130 130 130                  0                  0                  0               0.60
// 2AM                                                                                                                                                                                                         
               0 0 0           79 79 79        255 255 255              0 0 0              0 0 0              0 0 0              0 0 0               0.95               0.95               0.15                  0                100                  0             400.00               0.00               0.95              0 0 0              0 0 0          0 0 0 245      0 180 180 180      0 130 130 130                  0                  0                  0               0.60
// 3AM                                                                                                                                                                                                         
               0 0 0           79 79 79        255 255 255              0 0 0              0 0 0              0 0 0              0 0 0               0.95               0.95               0.15                  0                100                  0             400.00               0.00               0.95              0 0 0              0 0 0          0 0 0 245      0 180 180 180      0 130 130 130                  0                  0                  0               0.60
// 4AM                                                                                                                                                                                                         
               0 0 0           79 79 79        255 255 255              0 0 0              0 0 0              0 0 0              0 0 0               0.95               0.95               0.15                  0                100                  0             400.00               0.00               0.95              0 0 0              0 0 0          0 0 0 245      0 180 180 180      0 130 130 130                  0                  0                  0               0.60
// 5AM                                                                                                                                                                                                         
               0 0 0           79 79 79        255 255 255              0 0 0              0 0 0              0 0 0              0 0 0               0.95               0.95               0.15                  0                100                  0             400.00               0.00               0.95              0 0 0              0 0 0          0 0 0 245      0 180 180 180      0 130 130 130                  0                  0                  0               0.60
// 6AM                                                                                                                                                                                                         
               0 0 0           79 79 79        255 255 255              0 0 0              0 0 0              0 0 0              0 0 0               0.95               0.95               0.15                  0                100                  0             400.00               0.00               0.95              0 0 0              0 0 0          0 0 0 245      0 180 180 180      0 130 130 130                  0                  0                  0               0.60
// 7AM                                                                                                                                                                                                         
               0 0 0           79 79 79        255 255 255              0 0 0              0 0 0              0 0 0              0 0 0               0.95               0.95              -0.05                  0                100                  0             400.00               0.00               0.95              0 0 0              0 0 0          0 0 0 245      0 180 180 180      0 130 130 130                  0                  0                  0               0.70
// 8AM                                                                                                                                                                                                         
               0 0 0           79 79 79        255 255 255              0 0 0              0 0 0              0 0 0              0 0 0               0.95               0.95              -0.05                  0                100                  0             400.00               0.00               0.95              0 0 0              0 0 0          0 0 0 245      0 180 180 180      0 130 130 130                  0                  0                  0               0.70
// 9AM                                                                                                                                                                                                         
